Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,crime_12m,crime_rank,crime_risk_score
Eagleton,0,1,0,0,1,0,0,0,1,3,0,1,7,2314.0,59.86024844720497
Ben Bullen,0,0,0,1,1,4,0,0,1,0,0,0,7,2314.0,59.86024844720497
Ben Lomond,0,0,0,0,1,0,1,3,1,0,1,0,7,2314.0,59.86024844720497
Bruie Plains,0,2,3,0,0,0,0,2,0,0,0,0,7,2314.0,59.86024844720497
Theresa Park,0,2,0,0,0,0,1,0,1,1,0,2,7,2314.0,59.86024844720497
The Whiteman,2,0,0,1,1,0,0,0,0,0,3,0,7,2314.0,59.86024844720497
South Pambula,0,0,0,0,0,0,1,2,3,0,1,0,7,2314.0,59.86024844720497
Woomargama,1,0,1,1,0,0,0,1,1,0,0,2,7,2314.0,59.86024844720497
Rocky Point,0,0,0,1,1,0,0,0,0,0,0,5,7,2314.0,59.86024844720497
Brooklana,1,0,0,0,0,0,1,0,2,0,0,3,7,2314.0,59.86024844720497
Tilpa,0,2,0,5,0,0,0,0,0,0,0,0,7,2314.0,59.86024844720497
Lilli Pilli (Eurobodalla),2,1,1,1,0,0,0,0,0,0,1,1,7,2314.0,59.86024844720497
Quandialla,0,1,0,0,5,0,0,0,0,0,1,0,7,2314.0,59.86024844720497
Huntley (Orange),0,0,1,2,2,0,0,1,1,0,0,0,7,2314.0,59.86024844720497
Cornwallis,1,0,0,3,0,1,0,0,0,1,0,1,7,2314.0,59.86024844720497
Dalwood (Ballina),1,0,0,1,0,0,3,2,0,0,0,0,7,2314.0,59.86024844720497
Pooncarie,1,0,4,0,1,0,0,0,1,0,0,0,7,2314.0,59.86024844720497
Winton,0,3,0,0,0,1,0,1,0,2,0,0,7,2314.0,59.86024844720497
Dalton,0,1,0,3,1,0,0,1,0,0,0,1,7,2314.0,59.86024844720497
Croom,1,0,0,0,1,1,0,1,2,1,0,0,7,2314.0,59.86024844720497
Porters Retreat,0,0,0,1,2,0,0,0,0,0,3,1,7,2314.0,59.86024844720497
Adjungbilly,1,1,0,0,0,2,2,0,0,0,0,1,7,2314.0,59.86024844720497
Saumarez,0,0,0,4,0,0,0,0,2,0,0,1,7,2314.0,59.86024844720497
Possum Creek,2,1,1,0,0,0,1,2,0,0,0,0,7,2314.0,59.86024844720497
Willina,0,1,0,0,0,0,5,0,0,0,1,0,7,2314.0,59.86024844720497
Williamsdale,1,2,1,0,0,0,0,1,0,1,1,0,7,2314.0,59.86024844720497
Piallaway,0,2,0,1,1,0,1,0,2,0,0,0,7,2314.0,59.86024844720497
Cams Wharf,0,1,0,0,0,1,0,1,0,2,1,1,7,2314.0,59.86024844720497
Tantawangalo,0,3,1,1,0,0,0,1,0,0,0,1,7,2314.0,59.86024844720497
Peak View,0,0,1,1,2,0,3,0,0,0,0,0,7,2314.0,59.86024844720497
Parma,0,0,1,0,0,1,0,0,1,0,1,3,7,2314.0,59.86024844720497
Pelton,0,0,0,0,1,1,0,2,0,1,1,1,7,2314.0,59.86024844720497
White Rock,0,1,1,1,0,0,1,1,1,1,0,0,7,2314.0,59.86024844720497
Willow Vale (Kiama),0,0,0,0,0,0,0,0,0,0,0,7,7,2314.0,59.86024844720497
Lochiel,0,1,0,0,0,3,0,0,0,2,0,1,7,2314.0,59.86024844720497
Pampoolah,1,1,1,1,0,1,1,0,0,1,0,0,7,2314.0,59.86024844720497
Parkesbourne,2,1,4,0,0,0,0,0,0,0,0,0,7,2314.0,59.86024844720497
Byangum,0,0,0,1,0,0,3,1,0,0,0,2,7,2314.0,59.86024844720497
Wollun,1,0,0,4,2,0,0,0,0,0,0,0,7,2314.0,59.86024844720497
Darkwood,1,0,1,0,3,0,0,0,0,0,2,0,7,2314.0,59.86024844720497
Tomboye,0,0,0,0,0,2,5,0,0,0,0,1,8,2215.0,57.298136645962735
Elland,0,0,3,0,1,0,1,0,0,2,1,0,8,2215.0,57.298136645962735
Merungle Hill,2,2,0,1,1,0,0,0,0,1,0,1,8,2215.0,57.298136645962735
Keinbah,3,0,0,1,1,1,0,0,0,0,0,2,8,2215.0,57.298136645962735
Kielvale,2,0,1,0,0,2,0,0,2,1,0,0,8,2215.0,57.298136645962735
Yetholme,0,1,1,1,0,0,0,1,0,3,1,0,8,2215.0,57.298136645962735
Upper Duroby,0,1,0,2,0,0,0,3,0,0,1,1,8,2215.0,57.298136645962735
Wuuluman,4,0,1,1,1,0,0,1,0,0,0,0,8,2215.0,57.298136645962735
Jacks Creek,0,0,1,2,1,0,0,1,0,2,1,0,8,2215.0,57.298136645962735
Rosedale,1,0,2,0,2,0,0,0,2,1,0,0,8,2215.0,57.298136645962735
Milbrulong,0,0,0,0,0,1,1,5,0,1,0,0,8,2215.0,57.298136645962735
Jenolan,0,0,1,1,0,6,0,0,0,0,0,0,8,2215.0,57.298136645962735
Jerrawangala,1,1,0,0,1,1,1,0,0,0,1,2,8,2215.0,57.298136645962735
Arding,0,0,0,3,0,0,0,0,2,1,2,0,8,2215.0,57.298136645962735
Jones Island,2,2,0,1,0,0,0,2,0,0,1,0,8,2215.0,57.298136645962735
Towrang,0,0,3,0,0,0,2,0,2,0,1,0,8,2215.0,57.298136645962735
Merriwagga,1,0,1,1,1,2,1,0,0,0,1,0,8,2215.0,57.298136645962735
Glendon Brook,0,0,0,1,1,2,1,1,0,0,1,1,8,2215.0,57.298136645962735
Middle Brook,0,0,0,0,4,2,1,0,1,0,0,0,8,2215.0,57.298136645962735
Cobaki Lakes,1,2,2,0,3,0,0,0,0,0,0,0,8,2215.0,57.298136645962735
Glenquarry,1,0,0,1,2,1,1,0,0,0,2,0,8,2215.0,57.298136645962735
Round Mountain,0,1,1,1,0,4,0,0,0,0,1,0,8,2215.0,57.298136645962735
Kains Flat,1,0,2,0,0,2,0,1,0,0,1,1,8,2215.0,57.298136645962735
Running Stream,2,0,1,0,2,0,0,0,3,0,0,0,8,2215.0,57.298136645962735
Ryhope,0,1,1,1,2,0,0,1,1,0,1,0,8,2215.0,57.298136645962735
Mullamuddy,0,0,0,0,0,1,0,1,4,1,0,1,8,2215.0,57.298136645962735
Euroley,2,0,1,2,1,0,0,0,2,0,0,0,8,2215.0,57.298136645962735
Tullibigeal,1,0,1,0,1,0,2,1,0,0,2,0,8,2215.0,57.298136645962735
Modanville,0,2,0,0,0,0,0,5,0,1,0,0,8,2215.0,57.298136645962735
Keith Hall,0,1,0,0,1,1,0,0,1,1,1,2,8,2215.0,57.298136645962735
Upper Manilla,0,3,1,1,1,0,0,0,1,0,0,1,8,2215.0,57.298136645962735
Mount George,2,0,0,0,0,0,2,1,2,0,0,1,8,2215.0,57.298136645962735
Moolpa,1,0,1,0,0,1,3,0,0,0,0,2,8,2215.0,57.298136645962735
Bonshaw,0,1,0,2,0,1,0,0,1,3,0,0,8,2215.0,57.298136645962735
Ghoolendaadi,0,1,0,0,1,0,1,0,0,3,2,0,8,2215.0,57.298136645962735
Wang Wauk,0,3,0,0,1,1,0,0,3,0,0,0,8,2215.0,57.298136645962735
Tarriaro,1,1,1,1,2,0,0,1,0,0,1,0,8,2215.0,57.298136645962735
Dirty Creek,0,0,1,1,0,1,3,1,1,0,0,0,8,2215.0,57.298136645962735
Lyndhurst (Blayney),1,0,1,3,2,0,0,0,1,0,0,0,8,2215.0,57.298136645962735
Gurley,0,0,0,1,0,1,0,0,3,0,1,2,8,2215.0,57.298136645962735
Red Range,0,3,0,2,0,0,0,0,0,0,3,0,8,2215.0,57.298136645962735
Dulguigan,0,0,0,1,1,0,0,2,0,4,0,0,8,2215.0,57.298136645962735
Weilmoringle,0,0,2,1,3,0,0,1,0,1,0,0,8,2215.0,57.298136645962735
Congarinni North,0,0,0,1,1,0,1,0,3,0,2,0,8,2215.0,57.298136645962735
Warri,0,0,0,1,3,3,0,0,0,0,1,0,8,2215.0,57.298136645962735
Repentance Creek,0,1,3,0,0,2,0,0,0,1,1,0,8,2215.0,57.298136645962735
Come By Chance,0,0,0,1,3,0,0,0,0,1,0,3,8,2215.0,57.298136645962735
Duncans Creek,0,0,0,0,1,0,0,4,1,1,1,0,8,2215.0,57.298136645962735
Nullamanna,0,0,3,3,0,1,0,0,0,1,0,0,8,2215.0,57.298136645962735
Burroway,0,2,2,0,0,2,0,0,0,0,0,2,8,2215.0,57.298136645962735
Malabugilmah,0,0,0,0,0,0,2,0,1,3,2,0,8,2215.0,57.298136645962735
Gregadoo,0,1,0,0,0,0,2,0,0,3,2,0,8,2215.0,57.298136645962735
Mayers Flat,0,0,0,0,0,0,0,3,5,0,0,0,8,2215.0,57.298136645962735
Rollands Plains,1,0,2,0,1,0,0,2,0,0,1,1,8,2215.0,57.298136645962735
Thuddungra,0,0,0,0,0,1,0,0,1,0,1,5,8,2215.0,57.298136645962735
Colinton,3,0,5,0,0,0,0,0,0,0,0,0,8,2215.0,57.298136645962735
Brookfield,2,1,0,0,2,1,0,0,0,1,1,0,8,2215.0,57.298136645962735
Rock Forest,0,0,1,3,2,0,1,0,0,0,0,1,8,2215.0,57.298136645962735
Wooloweyah,0,3,0,1,0,0,1,0,2,0,0,1,8,2215.0,57.298136645962735
Greenethorpe,1,1,1,0,1,0,1,1,0,0,1,1,8,2215.0,57.298136645962735
Cartwrights Hill,0,0,0,2,0,1,2,0,2,0,1,0,8,2215.0,57.298136645962735
Ingeegoodbee,8,0,0,0,0,0,0,0,0,0,0,0,8,2215.0,57.298136645962735
Kyeamba,2,0,1,0,0,1,1,2,0,0,1,0,8,2215.0,57.298136645962735
Marrar,2,1,0,3,0,0,0,0,0,0,2,0,8,2215.0,57.298136645962735
Warrell Creek,0,1,1,4,0,0,0,2,0,0,0,0,8,2215.0,57.298136645962735
East Gresford,1,1,0,0,2,1,0,0,0,0,2,1,8,2215.0,57.298136645962735
Bullatale,0,0,0,1,4,0,0,0,2,0,0,1,8,2215.0,57.298136645962735
Buckra Bendinni,2,0,0,0,1,2,3,0,0,0,0,0,8,2215.0,57.298136645962735
Dolphin Point,1,0,0,0,2,0,0,1,2,1,0,1,8,2215.0,57.298136645962735
Piallamore,1,0,5,0,0,0,1,0,0,0,0,1,8,2215.0,57.298136645962735
Pejar,6,1,1,0,0,0,0,0,0,0,0,0,8,2215.0,57.298136645962735
Dairymans Plains,1,2,1,2,0,0,0,0,0,0,0,2,8,2215.0,57.298136645962735
Cunningar,0,2,0,0,0,0,1,1,0,4,0,0,8,2215.0,57.298136645962735
Little Topar,3,0,0,0,0,0,1,0,2,2,0,0,8,2215.0,57.298136645962735
Dalgety,1,1,0,1,1,1,1,0,1,0,1,0,8,2215.0,57.298136645962735
Whian Whian,0,0,0,3,0,1,1,0,0,0,2,1,8,2215.0,57.298136645962735
Steeple Flat,1,0,0,0,3,0,0,2,0,0,1,1,8,2215.0,57.298136645962735
Canyonleigh,0,1,0,1,0,1,3,0,0,1,1,0,8,2215.0,57.298136645962735
Stockrington,0,0,0,2,1,0,3,0,1,0,0,1,8,2215.0,57.298136645962735
Wolumla,1,1,1,1,0,1,0,2,0,1,0,0,8,2215.0,57.298136645962735
Paringi,0,2,0,0,0,3,0,3,0,0,0,0,8,2215.0,57.298136645962735
Long Point (Campbelltown),2,0,3,2,0,0,1,0,0,0,0,0,8,2215.0,57.298136645962735
Putta Bucca,0,1,1,1,1,1,0,1,1,0,0,1,8,2215.0,57.298136645962735
Cudgegong,1,1,0,0,2,1,0,0,1,1,0,1,8,2215.0,57.298136645962735
Windera,0,0,1,0,0,1,0,1,1,0,1,3,8,2215.0,57.298136645962735
Hillgrove (Armidale Regional),1,0,0,0,3,0,0,0,0,4,0,0,8,2215.0,57.298136645962735
Hilldale,0,1,1,0,0,3,2,0,0,0,0,1,8,2215.0,57.298136645962735
Sun Valley,1,0,3,0,0,0,0,1,1,2,0,0,8,2215.0,57.298136645962735
Bannaby,0,0,0,4,0,1,0,0,0,1,0,2,8,2215.0,57.298136645962735
Pretty Beach (Central Coast),2,1,0,0,0,2,0,0,1,1,1,0,8,2215.0,57.298136645962735
Wingello,2,0,0,0,0,2,1,2,0,0,1,0,8,2215.0,57.298136645962735
Yarrie Lake,2,0,0,1,1,3,1,0,0,0,0,0,8,2215.0,57.298136645962735
Kelvin,0,3,0,0,0,0,0,0,2,0,3,0,8,2215.0,57.298136645962735
Yarrawonga Park,0,2,0,2,0,0,1,1,2,0,0,0,8,2215.0,57.298136645962735
Alice,0,0,0,3,0,5,0,0,0,0,0,0,8,2215.0,57.298136645962735
Scarborough,0,0,1,0,1,1,0,4,0,0,1,0,8,2215.0,57.298136645962735
Allworth,0,0,1,0,3,0,2,0,1,0,1,0,8,2215.0,57.298136645962735
Chillingham,0,0,1,5,0,1,0,0,0,0,0,1,8,2215.0,57.298136645962735
Sedgefield,0,0,3,0,0,1,0,0,1,3,0,0,8,2215.0,57.298136645962735
Garoo,1,0,2,0,0,0,3,0,3,0,0,0,9,2135.0,55.227743271221534
Seal Rocks,0,0,2,2,0,0,0,0,4,0,1,0,9,2135.0,55.227743271221534
Galore,0,0,1,0,0,7,1,0,0,0,0,0,9,2135.0,55.227743271221534
Mount Burrell,2,0,0,4,0,1,1,0,0,0,1,0,9,2135.0,55.227743271221534
Bohena Creek,0,0,1,2,1,0,2,1,0,0,1,1,9,2135.0,55.227743271221534
Fernmount,1,1,1,3,0,1,0,0,0,1,1,0,9,2135.0,55.227743271221534
Eurunderee,0,1,0,1,1,0,1,1,1,0,3,0,9,2135.0,55.227743271221534
Evans Plains,0,1,1,0,1,2,0,1,1,1,0,1,9,2135.0,55.227743271221534
Kalang,0,0,0,2,0,0,1,2,1,1,0,2,9,2135.0,55.227743271221534
Lindendale,4,0,0,1,0,1,0,0,1,1,1,0,9,2135.0,55.227743271221534
Croudace Bay,0,0,0,4,1,2,0,1,0,1,0,0,9,2135.0,55.227743271221534
Ghinni Ghinni,1,0,0,0,0,0,1,0,1,2,1,3,9,2135.0,55.227743271221534
Tallimba,0,1,2,0,1,2,0,1,0,0,2,0,9,2135.0,55.227743271221534
Quialigo,2,2,2,0,0,1,2,0,0,0,0,0,9,2135.0,55.227743271221534
Little Pelican,2,0,1,0,1,0,1,3,0,0,0,1,9,2135.0,55.227743271221534
Mungo Brush,1,1,0,1,0,3,0,0,1,2,0,0,9,2135.0,55.227743271221534
Hardys Bay,1,0,0,0,0,0,0,2,2,3,0,1,9,2135.0,55.227743271221534
Parkville,0,0,0,0,0,6,0,1,0,0,1,1,9,2135.0,55.227743271221534
Mundamia,0,0,1,2,2,2,0,0,0,1,0,1,9,2135.0,55.227743271221534
Mundarlo,0,0,0,0,3,0,0,0,5,0,0,1,9,2135.0,55.227743271221534
Coreen,2,2,1,2,1,0,1,0,0,0,0,0,9,2135.0,55.227743271221534
Loftville,0,0,0,5,0,3,1,0,0,0,0,0,9,2135.0,55.227743271221534
Mogareeka,1,0,0,0,0,1,1,4,2,0,0,0,9,2135.0,55.227743271221534
Bombowlee,1,3,0,0,0,0,2,2,0,1,0,0,9,2135.0,55.227743271221534
Crackenback,2,1,1,2,0,2,1,0,0,0,0,0,9,2135.0,55.227743271221534
Pumpenbil,0,0,3,2,1,1,0,2,0,0,0,0,9,2135.0,55.227743271221534
Phegans Bay,0,0,1,0,2,0,1,0,1,0,0,4,9,2135.0,55.227743271221534
Crowdy Head,0,0,1,0,2,3,2,0,0,0,1,0,9,2135.0,55.227743271221534
Maison Dieu,1,2,0,0,0,1,0,4,0,0,0,1,9,2135.0,55.227743271221534
Dunkeld,0,6,0,0,1,0,0,0,0,0,2,0,9,2135.0,55.227743271221534
Mallanganee,0,0,0,3,1,0,1,1,0,1,2,0,9,2135.0,55.227743271221534
Avoca,1,0,2,0,2,0,0,2,0,0,0,2,9,2135.0,55.227743271221534
Terramungamine,1,2,1,0,0,1,1,0,2,1,0,0,9,2135.0,55.227743271221534
Gundary,0,0,0,0,5,0,1,1,1,0,0,1,9,2135.0,55.227743271221534
Nunderi,0,0,1,0,1,1,2,1,1,1,0,1,9,2135.0,55.227743271221534
Coolangatta,0,0,0,2,0,2,3,0,2,0,0,0,9,2135.0,55.227743271221534
Wattle Ponds,1,0,0,0,2,1,1,0,2,0,2,0,9,2135.0,55.227743271221534
Way Way,1,1,3,0,1,0,1,0,0,1,0,1,9,2135.0,55.227743271221534
Yarramalong,0,0,0,2,2,1,1,0,0,0,0,3,9,2135.0,55.227743271221534
Morago,0,0,0,1,0,1,1,4,1,1,0,0,9,2135.0,55.227743271221534
Dungowan,0,3,2,0,2,0,0,1,0,1,0,0,9,2135.0,55.227743271221534
Marshall Mount,0,0,0,2,4,0,1,0,0,0,2,0,9,2135.0,55.227743271221534
Dorrigo Mountain,1,0,0,0,0,0,2,4,1,1,0,0,9,2135.0,55.227743271221534
Eden Creek,0,0,0,0,0,0,1,3,1,2,1,1,9,2135.0,55.227743271221534
Lower Belford,1,1,0,1,0,2,0,1,0,0,2,1,9,2135.0,55.227743271221534
Rothbury,0,0,3,2,0,0,2,1,1,0,0,0,9,2135.0,55.227743271221534
Coalcliff,0,0,1,1,0,1,3,2,0,1,0,0,9,2135.0,55.227743271221534
Rowlands Creek,3,2,0,1,0,0,2,1,0,0,0,0,9,2135.0,55.227743271221534
Humula,0,0,5,2,1,0,0,0,0,0,1,0,9,2135.0,55.227743271221534
Brandy Hill,0,1,1,0,0,1,3,0,1,1,1,0,9,2135.0,55.227743271221534
Boree Creek,2,1,1,0,2,0,0,3,0,0,0,0,9,2135.0,55.227743271221534
Glengarrie,0,1,0,0,0,5,1,0,0,0,2,0,9,2135.0,55.227743271221534
Jerrawa,0,0,3,0,0,0,1,0,0,4,0,1,9,2135.0,55.227743271221534
Jiggi,1,3,0,1,0,0,0,0,0,0,1,3,9,2135.0,55.227743271221534
Kippenduff,0,0,2,0,0,2,2,0,0,3,0,0,9,2135.0,55.227743271221534
Kinvara,0,1,0,1,0,0,1,0,1,1,1,3,9,2135.0,55.227743271221534
Murrami,0,1,0,0,0,2,3,0,0,1,0,2,9,2135.0,55.227743271221534
Milroy (Gunnedah),1,1,0,2,0,3,1,0,0,0,1,0,9,2135.0,55.227743271221534
Stony Chute,0,0,0,0,1,0,1,4,2,0,0,1,9,2135.0,55.227743271221534
Kiacatoo,1,1,0,0,1,0,0,0,0,1,0,5,9,2135.0,55.227743271221534
Stannifer,2,0,0,0,5,0,0,1,0,0,0,1,9,2135.0,55.227743271221534
Ravensworth,0,0,0,1,7,0,0,0,1,0,0,0,9,2135.0,55.227743271221534
Ilford,1,0,1,1,0,2,1,0,2,1,0,0,9,2135.0,55.227743271221534
Warral,0,0,1,0,1,2,1,0,0,3,1,0,9,2135.0,55.227743271221534
Martindale,0,0,3,0,1,2,1,0,0,0,1,1,9,2135.0,55.227743271221534
Duranbah,0,2,0,0,4,2,0,0,1,0,0,0,9,2135.0,55.227743271221534
Bundabah,0,1,1,2,0,1,1,0,0,1,2,0,9,2135.0,55.227743271221534
Wards River,2,2,0,1,0,0,1,1,0,2,0,0,9,2135.0,55.227743271221534
Conargo,1,0,1,0,1,0,1,0,3,1,0,1,9,2135.0,55.227743271221534
Jemalong,0,1,0,2,0,0,1,0,0,3,2,0,9,2135.0,55.227743271221534
Beckom,0,2,1,0,0,1,0,1,1,0,2,1,9,2135.0,55.227743271221534
Wells Crossing,1,0,0,0,0,2,0,1,3,0,0,2,9,2135.0,55.227743271221534
Bentley,3,1,1,1,0,0,0,0,0,0,3,0,9,2135.0,55.227743271221534
McLeans Ridges,0,0,0,1,1,1,1,0,0,1,4,0,9,2135.0,55.227743271221534
Tintenbar,0,2,1,0,0,2,0,1,2,0,0,1,9,2135.0,55.227743271221534
Nullo Mountain,2,0,0,0,7,0,0,0,0,0,0,0,9,2135.0,55.227743271221534
Matong,0,0,0,0,0,0,5,2,1,1,0,0,9,2135.0,55.227743271221534
Collector,0,0,0,3,0,2,0,2,0,1,1,0,9,2135.0,55.227743271221534
Bendalong,0,2,0,0,0,4,1,0,0,1,1,0,9,2135.0,55.227743271221534
Nobbys Creek,2,2,0,0,2,3,0,0,0,0,0,0,9,2135.0,55.227743271221534
Pitnacree,0,0,0,0,0,0,1,0,1,7,1,0,10,2059.0,53.26086956521739
Mount Hunter,0,1,3,0,0,2,2,1,1,0,0,0,10,2059.0,53.26086956521739
Pretty Pine,0,0,0,0,0,2,0,0,2,6,0,0,10,2059.0,53.26086956521739
Sheedys Gully,2,0,3,1,0,2,0,2,0,0,0,0,10,2059.0,53.26086956521739
Galong,0,4,1,1,0,0,0,0,1,1,2,0,10,2059.0,53.26086956521739
Chambigne,0,0,1,2,3,0,0,0,0,3,0,1,10,2059.0,53.26086956521739
Seelands,1,1,1,1,2,0,3,0,0,0,1,0,10,2059.0,53.26086956521739
Upper Copmanhurst,3,0,0,0,1,1,0,1,1,0,0,3,10,2059.0,53.26086956521739
Moonan Flat,0,1,3,0,0,1,0,2,0,1,0,2,10,2059.0,53.26086956521739
Gidley,0,2,0,1,3,0,1,0,2,0,1,0,10,2059.0,53.26086956521739
Blighty,0,0,1,0,5,0,2,0,1,0,0,1,10,2059.0,53.26086956521739
Sleepy Hollow,0,1,0,3,1,0,0,0,0,2,3,0,10,2059.0,53.26086956521739
Shark Creek,3,1,1,0,1,1,1,0,0,1,1,0,10,2059.0,53.26086956521739
Skinners Shoot,2,0,1,0,3,0,1,0,3,0,0,0,10,2059.0,53.26086956521739
Kinchela,2,4,2,0,0,0,0,0,1,1,0,0,10,2059.0,53.26086956521739
New Italy,0,0,3,0,0,0,2,0,1,0,4,0,10,2059.0,53.26086956521739
Brays Creek,1,0,1,0,0,5,2,0,0,1,0,0,10,2059.0,53.26086956521739
Tooma,0,0,0,4,0,1,0,5,0,0,0,0,10,2059.0,53.26086956521739
Jerseyville,0,0,1,2,1,0,2,0,1,0,3,0,10,2059.0,53.26086956521739
Koraleigh,1,0,0,1,2,1,1,2,1,0,0,1,10,2059.0,53.26086956521739
Miandetta,1,0,0,0,1,0,3,0,0,0,5,0,10,2059.0,53.26086956521739
Englorie Park,2,0,0,1,0,1,4,0,0,1,0,1,10,2059.0,53.26086956521739
Binya,1,0,1,0,2,2,1,0,3,0,0,0,10,2059.0,53.26086956521739
Cowper,0,4,0,0,2,0,0,0,0,0,4,0,10,2059.0,53.26086956521739
Merrygoen,2,0,1,1,1,1,0,0,1,1,0,2,10,2059.0,53.26086956521739
Whiporie,2,1,0,1,1,0,3,0,0,0,2,0,10,2059.0,53.26086956521739
Millbank,0,0,0,4,4,0,0,1,0,1,0,0,10,2059.0,53.26086956521739
Picketts Valley,1,0,0,1,0,2,1,1,2,0,1,1,10,2059.0,53.26086956521739
Mullengandra,1,0,1,0,0,4,0,4,0,0,0,0,10,2059.0,53.26086956521739
Minore,0,3,0,2,0,1,0,0,3,0,0,1,10,2059.0,53.26086956521739
Vittoria,0,1,0,1,0,2,1,0,2,0,3,0,10,2059.0,53.26086956521739
Turill,0,0,0,0,3,1,0,4,0,0,1,1,10,2059.0,53.26086956521739
Canbelego,1,0,0,0,0,3,0,4,0,2,0,0,10,2059.0,53.26086956521739
Wollogorang,0,0,1,0,1,0,0,2,1,4,0,1,10,2059.0,53.26086956521739
Bangalee,0,1,2,3,0,0,0,0,1,1,1,1,10,2059.0,53.26086956521739
Putty,0,1,1,3,0,0,2,0,1,0,1,1,10,2059.0,53.26086956521739
Ashby Heights,0,1,3,2,1,0,0,1,1,0,1,0,10,2059.0,53.26086956521739
Kalkite,0,0,2,3,1,0,1,0,0,0,1,2,10,2059.0,53.26086956521739
Kingstown,0,0,1,4,1,1,0,0,0,1,2,0,10,2059.0,53.26086956521739
Cordeaux,0,1,0,0,0,0,2,0,4,0,0,3,10,2059.0,53.26086956521739
Minjary,0,3,0,0,1,0,1,2,0,2,1,0,10,2059.0,53.26086956521739
Sackville,1,0,0,1,2,0,2,1,0,0,3,0,10,2059.0,53.26086956521739
Baryulgil,0,0,0,0,1,0,2,0,1,0,6,0,10,2059.0,53.26086956521739
Campvale,0,1,2,2,1,1,0,1,2,0,0,0,10,2059.0,53.26086956521739
Talbingo,0,1,1,0,1,0,2,0,2,1,2,0,10,2059.0,53.26086956521739
Howell,0,0,0,4,0,4,0,1,0,0,1,0,10,2059.0,53.26086956521739
Lower Southgate,1,0,1,3,1,0,3,1,0,0,0,0,10,2059.0,53.26086956521739
South Ballina,2,0,0,4,2,0,0,1,0,1,0,0,10,2059.0,53.26086956521739
Cooks Gap,0,0,0,1,1,0,3,2,0,0,1,2,10,2059.0,53.26086956521739
Numeralla,2,2,0,1,1,0,0,1,1,0,1,1,10,2059.0,53.26086956521739
Marthaguy,0,0,0,0,0,6,1,2,0,0,0,1,10,2059.0,53.26086956521739
Benerembah,2,0,0,2,0,1,4,0,0,0,1,0,10,2059.0,53.26086956521739
Brooklet,0,1,1,1,0,4,1,1,0,0,1,0,10,2059.0,53.26086956521739
Wantabadgery,0,1,1,0,1,3,0,2,0,1,1,0,10,2059.0,53.26086956521739
Breeza,1,1,1,1,0,2,0,0,2,2,0,0,10,2059.0,53.26086956521739
Newrybar,1,0,0,0,2,0,1,1,0,2,2,1,10,2059.0,53.26086956521739
Brunkerville,2,0,0,3,1,0,1,0,1,2,0,0,10,2059.0,53.26086956521739
Spring Flat,2,0,0,1,1,2,0,2,2,0,0,0,10,2059.0,53.26086956521739
Kungala,0,0,1,0,0,0,1,1,0,0,1,6,10,2059.0,53.26086956521739
Bell,0,1,2,1,0,0,1,0,0,3,1,1,10,2059.0,53.26086956521739
Duns Creek,0,1,0,0,2,2,2,0,1,2,0,0,10,2059.0,53.26086956521739
Carinda,1,1,2,0,0,2,0,2,0,0,0,2,10,2059.0,53.26086956521739
Bellimbopinni,1,0,0,0,0,2,4,0,0,0,0,3,10,2059.0,53.26086956521739
Woodside,1,1,1,1,1,1,1,0,0,1,0,2,10,2059.0,53.26086956521739
Old Junee,1,1,1,1,1,1,0,0,0,0,0,4,10,2059.0,53.26086956521739
Cooperabung,0,4,0,0,0,0,0,0,2,1,2,1,10,2059.0,53.26086956521739
Red Head,1,0,0,1,0,0,4,2,0,1,0,1,10,2059.0,53.26086956521739
Forbesdale,0,1,2,2,0,1,0,1,2,0,0,1,10,2059.0,53.26086956521739
Sandy Flat,1,1,4,0,0,0,1,3,0,0,0,0,10,2059.0,53.26086956521739
Charlotte Bay,3,0,1,1,0,2,0,1,1,1,0,0,10,2059.0,53.26086956521739
Kiama Heights,2,3,1,0,1,0,0,0,1,2,0,0,10,2059.0,53.26086956521739
Keepit,0,2,0,2,0,4,0,1,0,0,0,1,10,2059.0,53.26086956521739
Yass River,2,0,0,1,0,0,2,2,3,0,0,0,10,2059.0,53.26086956521739
Allandale,1,0,0,0,0,2,0,4,2,0,1,0,10,2059.0,53.26086956521739
Khancoban,1,1,0,0,0,0,0,0,1,4,3,0,10,2059.0,53.26086956521739
Saumarez Ponds,0,5,1,0,2,0,0,1,0,1,0,0,10,2059.0,53.26086956521739
Alfredtown,5,0,0,2,0,0,0,2,0,0,2,0,11,1997.0,51.65631469979296
Sandy Hollow,5,4,0,0,0,0,0,0,0,1,0,1,11,1997.0,51.65631469979296
Central Mangrove,1,0,0,2,0,2,0,3,0,0,1,2,11,1997.0,51.65631469979296
Limeburners Creek (Mid-Coast),3,0,0,0,3,1,0,0,2,0,0,2,11,1997.0,51.65631469979296
Mandagery,0,1,0,0,0,0,0,2,1,2,5,0,11,1997.0,51.65631469979296
Belford,5,0,1,0,1,0,1,1,2,0,0,0,11,1997.0,51.65631469979296
Otford,0,2,1,1,0,1,2,2,0,0,1,1,11,1997.0,51.65631469979296
North Woodburn,1,0,1,0,3,1,1,0,3,1,0,0,11,1997.0,51.65631469979296
