Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,crime_12m,crime_rank,crime_risk_score
Terranora,3,4,3,3,5,9,15,12,3,11,2,8,78,1021.0,26.39751552795031
Maryville,7,9,5,4,5,8,10,1,2,14,8,5,78,1021.0,26.39751552795031
Killarney Heights,1,6,9,10,5,8,6,7,2,7,10,7,78,1021.0,26.39751552795031
St Georges Basin,4,3,5,6,8,9,14,3,7,4,12,3,78,1021.0,26.39751552795031
Austinmer,10,4,7,7,7,5,7,8,7,4,7,5,78,1021.0,26.39751552795031
Eschol Park,6,9,7,10,9,3,2,2,10,6,4,10,78,1021.0,26.39751552795031
Awaba,4,3,1,7,6,9,2,3,18,9,7,9,78,1021.0,26.39751552795031
Saratoga,7,12,4,4,13,6,8,6,2,8,4,5,79,1019.0,26.34575569358178
Terrey Hills,8,7,8,5,2,11,6,11,3,5,5,8,79,1019.0,26.34575569358178
Jerilderie,8,9,11,7,9,9,7,5,6,1,5,3,80,1017.0,26.29399585921325
Copacabana,10,6,5,6,6,4,14,6,9,8,5,1,80,1017.0,26.29399585921325
Kew,5,1,8,8,3,4,12,8,10,6,7,9,81,1011.0,26.13871635610766
Church Point,16,5,5,10,2,7,1,5,10,7,9,4,81,1011.0,26.13871635610766
Bolwarra Heights,9,5,3,5,6,5,11,3,11,7,11,5,81,1011.0,26.13871635610766
Emu Heights,7,9,11,3,9,8,4,2,5,8,10,5,81,1011.0,26.13871635610766
Bankstown Aerodrome,15,7,5,9,6,3,7,5,4,6,8,6,81,1011.0,26.13871635610766
Norah Head,8,8,7,3,15,5,6,7,6,3,4,9,81,1011.0,26.13871635610766
Bingara,7,6,8,6,14,3,6,3,10,6,6,7,82,1006.0,26.009316770186334
Surf Beach,5,6,6,7,12,16,8,7,2,3,5,5,82,1006.0,26.009316770186334
Culcairn,4,7,7,7,7,4,8,4,9,11,12,2,82,1006.0,26.009316770186334
Gymea Bay,6,7,1,10,11,13,6,4,6,7,4,7,82,1006.0,26.009316770186334
Bangalow,7,12,9,3,13,3,5,4,3,6,9,8,82,1006.0,26.009316770186334
Russell Vale,6,5,7,10,5,15,8,8,6,4,0,9,83,1003.0,25.93167701863354
North Curl Curl,4,10,12,8,7,5,5,10,7,7,5,3,83,1003.0,25.93167701863354
Curl Curl,5,3,7,9,3,7,9,6,14,9,8,3,83,1003.0,25.93167701863354
Surfside,4,4,10,8,6,14,10,6,7,4,10,1,84,998.0,25.802277432712216
Catherine Field,5,11,5,2,6,10,11,6,13,8,4,3,84,998.0,25.802277432712216
Orchard Hills,7,3,5,9,11,8,8,7,6,7,6,7,84,998.0,25.802277432712216
Melrose Park,6,9,5,7,5,10,11,6,8,3,6,8,84,998.0,25.802277432712216
Eglinton,3,13,12,4,7,12,6,8,6,9,3,1,84,998.0,25.802277432712216
Como,3,6,5,6,9,13,14,3,3,6,6,11,85,991.0,25.62111801242236
Blair Athol,13,9,8,8,11,2,10,7,2,2,8,5,85,991.0,25.62111801242236
Castlereagh,5,4,13,3,8,14,7,7,10,5,5,4,85,991.0,25.62111801242236
Gulargambone,5,13,14,9,9,3,10,2,4,3,7,6,85,991.0,25.62111801242236
Watsons Bay,6,5,13,8,3,13,5,4,5,8,9,6,85,991.0,25.62111801242236
Batlow,7,6,14,10,4,5,9,6,11,5,7,1,85,991.0,25.62111801242236
Camden South,3,15,7,8,16,6,0,5,9,5,8,3,85,991.0,25.62111801242236
McGraths Hill,4,7,6,5,11,10,3,7,8,6,4,15,86,988.0,25.543478260869566
Galston,7,7,8,5,10,8,6,5,10,4,10,6,86,988.0,25.543478260869566
Pitt Town,7,8,3,5,12,9,4,16,7,9,5,1,86,988.0,25.543478260869566
Karuah,5,9,5,13,1,10,5,14,4,10,5,6,87,986.0,25.491718426501034
Glen Alpine,11,3,4,5,9,8,12,5,4,16,7,3,87,986.0,25.491718426501034
Shoalhaven Heads,8,8,8,14,9,10,3,5,6,5,11,1,88,985.0,25.46583850931677
Euston,7,10,14,6,8,5,10,2,9,5,12,1,89,978.0,25.284679089026916
Girards Hill,13,4,10,7,9,5,12,7,1,7,9,5,89,978.0,25.284679089026916
Farmborough Heights,7,8,9,5,9,1,1,10,5,5,10,19,89,978.0,25.284679089026916
Bogangar,6,8,4,7,3,1,6,10,19,11,7,7,89,978.0,25.284679089026916
Newington,9,6,4,7,8,11,5,9,9,4,6,11,89,978.0,25.284679089026916
Old Toongabbie,8,3,9,11,6,6,6,8,8,5,10,9,89,978.0,25.284679089026916
Allambie Heights,8,6,3,7,7,5,7,3,16,21,4,2,89,978.0,25.284679089026916
Nabiac,15,6,7,8,6,8,4,5,3,11,11,6,90,975.0,25.20703933747412
Fennell Bay,8,11,2,9,7,2,11,9,13,6,4,8,90,975.0,25.20703933747412
Freemans Reach,0,7,17,7,10,2,9,11,7,2,11,7,90,975.0,25.20703933747412
Emerald Beach,13,10,3,6,6,13,5,10,2,4,5,14,91,972.0,25.129399585921323
Williamtown,10,13,5,7,10,6,10,6,5,6,8,5,91,972.0,25.129399585921323
Salt Ash,11,2,12,9,8,7,5,12,11,7,4,3,91,972.0,25.129399585921323
Allawah,13,33,10,5,2,1,7,8,5,2,1,5,92,968.0,25.025879917184266
Fairlight,3,11,11,13,12,3,9,10,6,4,1,9,92,968.0,25.025879917184266
Berry,8,6,4,8,4,8,8,10,14,7,8,7,92,968.0,25.025879917184266
North Lismore,3,6,5,10,3,6,11,11,13,12,9,3,92,968.0,25.025879917184266
Gobbagombalin,10,4,5,13,5,7,8,6,12,5,8,10,93,964.0,24.922360248447205
Tingha,5,11,3,11,12,11,7,4,6,6,6,11,93,964.0,24.922360248447205
Hanwood,10,6,4,3,5,20,10,6,14,5,7,3,93,964.0,24.922360248447205
Kyogle,11,7,6,5,13,5,6,6,12,11,5,6,93,964.0,24.922360248447205
Barraba,7,8,6,9,7,16,8,8,6,5,10,4,94,959.0,24.79296066252588
Calderwood,6,14,2,11,3,12,16,11,6,6,4,3,94,959.0,24.79296066252588
Bonville,7,7,6,7,13,13,4,7,7,5,11,7,94,959.0,24.79296066252588
Hamilton North,13,8,7,12,6,5,6,4,7,10,7,9,94,959.0,24.79296066252588
Hornsby Heights,6,8,7,7,10,13,7,3,9,7,8,9,94,959.0,24.79296066252588
Lockhart,2,15,3,12,6,14,8,7,14,2,9,3,95,954.0,24.663561076604555
North Willoughby,5,11,6,17,7,5,5,7,8,5,12,7,95,954.0,24.663561076604555
Dungog,6,10,11,6,6,4,16,4,6,8,9,9,95,954.0,24.663561076604555
Kiama Downs,6,12,7,12,12,14,8,1,3,5,3,12,95,954.0,24.663561076604555
Faulconbridge,9,16,9,5,9,6,3,7,6,12,7,6,95,954.0,24.663561076604555
Soldiers Point,3,10,3,7,13,10,13,4,2,16,11,4,96,948.0,24.508281573498966
Russell Lea,6,4,4,6,7,15,16,6,6,8,11,7,96,948.0,24.508281573498966
Tumbarumba,3,7,8,4,2,12,12,16,9,8,9,6,96,948.0,24.508281573498966
Marulan,9,3,4,4,18,2,4,9,8,10,11,14,96,948.0,24.508281573498966
Naremburn,2,3,10,5,7,8,3,7,15,6,10,20,96,948.0,24.508281573498966
Kearsley,26,6,7,17,6,1,8,4,8,6,4,3,96,948.0,24.508281573498966
Glenorie,14,14,5,4,7,4,3,19,8,11,0,8,97,945.0,24.43064182194617
Broulee,7,6,9,7,5,4,14,8,14,13,2,8,97,945.0,24.43064182194617
Casuarina,5,5,5,4,7,3,14,11,14,10,12,7,97,945.0,24.43064182194617
Forresters Beach,10,3,3,7,17,13,11,7,5,9,3,10,98,940.0,24.301242236024844
Molong,10,16,10,12,7,12,7,6,3,4,10,1,98,940.0,24.301242236024844
Loftus,4,7,12,6,10,5,10,8,9,5,8,14,98,940.0,24.301242236024844
Hawks Nest,7,2,7,7,12,5,15,10,15,9,7,2,98,940.0,24.301242236024844
Hobartville,6,12,10,7,7,17,3,5,5,11,13,2,98,940.0,24.301242236024844
Hamilton East,15,8,6,9,13,13,8,6,7,5,7,2,99,935.0,24.17184265010352
Georgetown,20,9,0,3,5,17,7,9,9,5,6,9,99,935.0,24.17184265010352
Boorowa,2,4,9,12,13,11,6,10,12,6,6,8,99,935.0,24.17184265010352
Tea Gardens,6,9,4,8,18,12,1,8,11,5,7,10,99,935.0,24.17184265010352
Coolamon,7,6,21,5,7,13,12,5,3,5,9,6,99,935.0,24.17184265010352
West Pymble,10,24,6,10,8,3,7,6,4,7,5,10,100,932.0,24.094202898550726
Jilliby,5,11,10,7,10,2,6,11,9,10,5,14,100,932.0,24.094202898550726
East Branxton,5,9,5,5,3,2,11,9,12,19,9,11,100,932.0,24.094202898550726
Primbee,9,8,11,8,13,5,9,14,6,5,9,4,101,928.0,23.990683229813666
Taren Point,7,5,3,8,7,8,9,7,8,22,10,7,101,928.0,23.990683229813666
Barham,8,3,4,4,4,6,12,11,13,12,11,13,101,928.0,23.990683229813666
Lismore Heights,14,12,6,5,12,9,3,9,13,7,2,9,101,928.0,23.990683229813666
Avondale,3,14,12,7,7,11,4,10,9,12,6,7,102,921.0,23.80952380952381
Murrumbateman,4,11,3,9,10,10,12,16,7,7,5,8,102,921.0,23.80952380952381
Monterey,4,7,6,14,15,15,9,8,6,8,3,7,102,921.0,23.80952380952381
Horningsea Park,11,7,6,10,13,8,17,11,4,4,4,7,102,921.0,23.80952380952381
Chullora,4,8,5,9,15,4,8,21,8,4,10,6,102,921.0,23.80952380952381
Warnervale,10,9,5,11,6,0,10,7,14,20,8,2,102,921.0,23.80952380952381
Ravenswood,8,6,10,6,12,8,12,16,8,3,8,5,102,921.0,23.80952380952381
Wakeley,11,6,11,9,8,15,8,6,3,11,10,5,103,913.0,23.60248447204969
Abbotsbury,13,5,3,8,4,15,5,7,18,7,12,6,103,913.0,23.60248447204969
Balmain East,10,10,8,8,12,9,10,12,4,6,9,5,103,913.0,23.60248447204969
Luddenham,5,8,12,2,4,11,10,6,7,15,15,8,103,913.0,23.60248447204969
Clyde,8,7,9,8,6,17,6,8,10,10,9,5,103,913.0,23.60248447204969
Huskisson,6,4,11,7,9,16,13,7,11,6,6,7,103,913.0,23.60248447204969
La Perouse,6,8,10,3,25,14,24,2,6,3,1,1,103,913.0,23.60248447204969
Mayfield East,14,9,10,8,6,6,10,8,7,12,8,5,103,913.0,23.60248447204969
Northbridge,15,6,5,11,6,8,6,3,9,4,16,15,104,906.0,23.421325051759833
Wardell,7,9,4,5,9,6,19,12,16,4,7,6,104,906.0,23.421325051759833
Peak Hill,6,12,8,6,14,7,12,5,5,11,9,9,104,906.0,23.421325051759833
Kahibah,11,9,7,4,14,10,8,9,3,14,7,8,104,906.0,23.421325051759833
Blacksmiths,6,11,3,4,10,13,13,12,6,10,10,6,104,906.0,23.421325051759833
Bangor,6,21,8,8,9,11,6,6,8,12,3,6,104,906.0,23.421325051759833
Lawson,3,10,2,10,8,10,13,8,13,9,9,9,104,906.0,23.421325051759833
Denman,10,8,9,8,9,12,4,6,8,14,8,9,105,904.0,23.369565217391305
Ferodale,3,24,7,6,7,10,3,13,7,13,8,4,105,904.0,23.369565217391305
Frederickton,2,15,7,5,1,7,20,9,19,14,4,3,106,898.0,23.214285714285715
Summerland Point,4,6,12,7,7,7,10,9,10,11,19,4,106,898.0,23.214285714285715
Dundas,7,3,13,14,6,16,7,7,6,11,9,7,106,898.0,23.214285714285715
Holroyd,5,5,15,8,11,7,17,13,7,6,10,2,106,898.0,23.214285714285715
Cliftleigh,4,13,11,5,15,4,15,2,9,10,8,10,106,898.0,23.214285714285715
Holbrook,8,14,6,9,15,7,12,13,4,9,4,5,106,898.0,23.214285714285715
Clarence Town,13,4,7,6,7,9,8,17,7,3,18,8,107,893.0,23.08488612836439
Hill Top (Wingecarribee),11,8,6,13,9,20,4,5,8,8,4,11,107,893.0,23.08488612836439
Valentine,5,10,5,6,7,12,8,6,16,10,14,8,107,893.0,23.08488612836439
Sylvania Waters,4,6,13,14,4,4,8,6,14,8,12,14,107,893.0,23.08488612836439
Gerringong,6,17,10,14,14,17,11,3,3,3,4,5,107,893.0,23.08488612836439
Corindi Beach,1,5,14,13,6,15,9,9,2,11,11,13,109,891.0,23.03312629399586
Gables,4,7,10,12,8,11,15,15,9,9,6,3,109,891.0,23.03312629399586
Turrella,12,12,11,9,5,8,16,12,5,5,7,8,110,888.0,22.955486542443065
Old Guildford,10,9,8,6,2,7,8,23,7,15,6,9,110,888.0,22.955486542443065
Kenthurst,7,4,6,8,7,9,6,16,9,10,15,13,110,888.0,22.955486542443065
Halekulani,18,9,3,15,3,15,7,11,8,6,7,9,111,883.0,22.82608695652174
Whitebridge,12,19,7,9,8,4,4,9,15,6,11,7,111,883.0,22.82608695652174
Birchgrove,5,17,18,11,4,6,6,7,6,9,17,5,111,883.0,22.82608695652174
Tuggerawong,19,7,10,9,3,11,18,8,11,7,3,5,111,883.0,22.82608695652174
Coolah,4,11,7,14,8,6,8,14,21,7,10,1,111,883.0,22.82608695652174
Yanco,7,3,13,17,11,17,6,6,16,3,3,10,112,881.0,22.77432712215321
Korora,15,20,11,12,4,18,7,7,5,1,9,3,112,881.0,22.77432712215321
Hammondville,4,8,8,10,9,12,13,10,11,11,10,7,113,878.0,22.696687370600415
Clovelly,9,5,12,4,4,18,17,3,3,8,12,18,113,878.0,22.696687370600415
Yenda,18,5,6,6,9,6,12,16,5,14,7,9,113,878.0,22.696687370600415
Bowraville,10,11,12,2,7,6,5,8,16,18,10,9,114,874.0,22.593167701863354
Cundletown,8,12,12,10,15,9,7,13,9,7,7,5,114,874.0,22.593167701863354
Jewells,11,5,12,8,12,14,5,9,12,11,9,6,114,874.0,22.593167701863354
Wollongbar,16,9,14,5,9,12,10,9,8,5,7,10,114,874.0,22.593167701863354
Darling Point,7,10,7,14,10,12,12,2,6,15,14,6,115,871.0,22.51552795031056
Wilberforce,12,8,16,11,5,13,3,14,12,6,7,8,115,871.0,22.51552795031056
Blackwall,12,1,8,10,14,12,15,10,16,6,5,6,115,871.0,22.51552795031056
Cardiff South,6,9,11,24,12,9,10,11,7,10,2,5,116,868.0,22.437888198757765
Balranald,8,5,9,15,10,10,10,6,14,4,16,9,116,868.0,22.437888198757765
Blackalls Park,6,14,12,14,9,4,7,11,6,6,13,14,116,868.0,22.437888198757765
Mannering Park,11,10,2,9,15,15,17,10,2,9,13,4,117,863.0,22.308488612836438
Cobbitty,7,9,10,16,9,9,16,4,6,9,10,12,117,863.0,22.308488612836438
Berkshire Park,5,5,5,17,6,12,12,8,14,10,7,16,117,863.0,22.308488612836438
Caddens,9,9,5,7,17,5,6,7,17,10,12,13,117,863.0,22.308488612836438
Kembla Grange,9,9,4,7,12,12,11,4,10,13,11,15,117,863.0,22.308488612836438
Beaumont Hills,7,10,6,8,20,17,12,9,10,2,10,7,118,851.0,21.99792960662526
Rushcutters Bay,9,14,14,15,12,14,8,4,5,6,6,11,118,851.0,21.99792960662526
Rathmines,9,9,12,8,23,14,7,11,12,5,5,3,118,851.0,21.99792960662526
Glenroy (Albury),8,6,17,12,10,17,4,6,20,4,8,6,118,851.0,21.99792960662526
Warabrook,20,10,3,8,21,4,12,5,8,10,6,11,118,851.0,21.99792960662526
Trangie,16,22,13,10,4,8,3,11,15,7,6,3,118,851.0,21.99792960662526
Crookwell,14,14,13,1,3,16,16,6,12,7,11,5,118,851.0,21.99792960662526
Noraville,13,7,9,9,12,9,11,10,11,4,14,9,118,851.0,21.99792960662526
The Hill,6,4,13,9,13,9,18,4,7,13,11,11,118,851.0,21.99792960662526
Greenwich,7,17,13,11,10,10,7,6,11,13,6,7,118,851.0,21.99792960662526
Arndell Park,14,11,12,13,8,6,9,10,11,9,9,6,118,851.0,21.99792960662526
Kootingal,8,8,4,9,5,15,9,14,21,7,14,4,118,851.0,21.99792960662526
Fern Bay,15,9,5,9,3,9,10,14,12,13,11,9,119,846.0,21.868530020703933
Marks Point,13,16,5,7,7,13,18,9,10,7,5,9,119,846.0,21.868530020703933
North Haven,11,13,10,12,9,13,10,3,8,13,2,15,119,846.0,21.868530020703933
Bermagui,2,15,12,5,13,5,23,9,10,8,5,12,119,846.0,21.868530020703933
Wangi Wangi,12,12,11,16,13,15,7,7,3,8,10,5,119,846.0,21.868530020703933
The Entrance North,20,7,6,15,16,5,12,9,14,9,4,3,120,843.0,21.790890269151138
Enfield,14,18,6,12,10,9,9,4,11,11,7,9,120,843.0,21.790890269151138
Winmalee,15,15,9,11,2,10,12,14,7,9,6,10,120,843.0,21.790890269151138
Merriwa,5,2,9,9,10,16,9,9,11,15,15,11,121,841.0,21.73913043478261
Bexley North,8,16,6,8,6,17,5,7,17,9,11,11,121,841.0,21.73913043478261
Harrington,13,11,5,8,8,10,5,11,15,13,11,12,122,836.0,21.609730848861282
Horsley Park,8,12,5,10,13,5,16,6,18,7,9,13,122,836.0,21.609730848861282
Wollstonecraft,18,8,8,10,15,11,11,4,12,6,6,13,122,836.0,21.609730848861282
Dean Park,10,6,20,15,12,12,3,8,8,8,13,7,122,836.0,21.609730848861282
North Wagga Wagga,18,5,15,6,4,8,10,10,12,13,14,7,122,836.0,21.609730848861282
Jindera,10,8,12,4,7,7,19,16,9,13,11,7,123,833.0,21.532091097308488
Wyongah,21,12,8,6,3,11,15,15,13,4,13,2,123,833.0,21.532091097308488
Lugarno,3,8,3,11,19,24,11,6,12,3,12,11,123,833.0,21.532091097308488
Llandilo,9,14,12,7,8,9,12,9,10,9,12,13,124,831.0,21.48033126293996
Willoughby,6,11,19,20,7,15,5,9,9,6,9,8,124,831.0,21.48033126293996
Silverdale,5,14,12,15,8,11,9,19,7,11,6,8,125,829.0,21.428571428571427
Gol Gol,10,8,15,13,6,21,18,7,6,8,1,12,125,829.0,21.428571428571427
Lochinvar,15,9,13,13,20,3,9,8,7,10,9,10,126,827.0,21.3768115942029
Somersby,14,9,6,15,14,15,5,9,10,8,11,10,126,827.0,21.3768115942029
Narellan Vale,25,15,10,5,7,6,9,8,10,11,11,10,127,822.0,21.247412008281575
Darlington Point,11,14,11,11,11,17,10,11,6,5,7,13,127,822.0,21.247412008281575
Rossmore,11,10,20,12,12,11,9,5,11,6,11,9,127,822.0,21.247412008281575
Ashtonfield,9,19,11,5,8,14,20,14,7,8,4,8,127,822.0,21.247412008281575
Laurieton,8,6,12,11,7,20,10,14,12,12,6,9,127,822.0,21.247412008281575
Braidwood,13,15,11,11,10,14,6,8,13,10,14,3,128,821.0,21.22153209109731
Abbotsford,9,6,9,16,10,7,21,6,19,8,12,6,129,817.0,21.11801242236025
Cabarita,6,6,6,9,9,19,23,11,14,14,6,6,129,817.0,21.11801242236025
Appin,3,11,11,10,11,10,18,14,13,13,5,10,129,817.0,21.11801242236025
Berowra,9,9,12,6,18,14,16,12,6,13,5,9,129,817.0,21.11801242236025
St Johns Park,12,7,11,20,14,13,12,8,7,6,11,9,130,813.0,21.014492753623188
Greenfield Park,15,7,9,5,11,15,7,11,17,13,9,11,130,813.0,21.014492753623188
Corlette,16,6,16,18,9,9,9,14,11,9,5,8,130,813.0,21.014492753623188
Grenfell,9,18,19,8,3,7,11,6,8,6,9,26,130,813.0,21.014492753623188
Gwandalan,18,2,9,7,14,19,14,7,12,11,10,8,131,808.0,20.885093167701864
Pokolbin,7,7,14,20,18,9,14,7,7,14,4,10,131,808.0,20.885093167701864
Dunedoo,16,14,8,18,14,8,12,6,9,10,10,6,131,808.0,20.885093167701864
Catalina,20,7,13,4,3,5,14,3,19,7,23,13,131,808.0,20.885093167701864
Illawong,10,23,11,15,5,7,7,8,6,14,16,9,131,808.0,20.885093167701864
Beecroft,14,15,13,8,10,14,10,8,13,6,11,11,133,807.0,20.8592132505176
New Lambton Heights,8,7,17,8,12,5,11,16,20,13,9,8,134,804.0,20.781573498964804
Argenton,18,5,2,17,12,11,20,6,10,14,13,6,134,804.0,20.781573498964804
Tabulam,9,11,10,9,7,8,15,9,15,6,6,29,134,804.0,20.781573498964804
Macquarie Links,13,6,7,7,11,26,18,6,18,6,11,6,135,798.0,20.626293995859214
Hexham,18,15,7,11,6,10,9,9,12,15,7,16,135,798.0,20.626293995859214
Walcha,9,10,24,11,15,24,11,7,4,5,11,4,135,798.0,20.626293995859214
St Andrews,23,8,11,14,7,6,12,10,15,8,14,7,135,798.0,20.626293995859214
Point Frederick,13,8,2,10,11,9,22,10,15,12,8,15,135,798.0,20.626293995859214
Branxton,7,22,15,6,8,14,15,9,7,16,7,9,135,798.0,20.626293995859214
Birrong,16,14,20,14,16,6,4,7,12,10,8,9,136,792.0,20.471014492753625
Culburra Beach,7,6,16,17,13,10,19,10,13,12,5,8,136,792.0,20.471014492753625
Callaghan,19,14,19,11,6,9,4,7,11,10,14,12,136,792.0,20.471014492753625
Redhead,9,13,16,10,17,15,10,14,7,7,11,7,136,792.0,20.471014492753625
North Strathfield,12,19,11,10,16,9,8,14,10,9,11,7,136,792.0,20.471014492753625
Eleebana,6,7,15,17,6,12,15,12,13,15,13,5,136,792.0,20.471014492753625
Sandgate,11,9,6,4,8,7,19,11,25,11,17,9,137,787.0,20.341614906832298
Aberdeen,8,7,10,15,8,7,15,12,14,18,17,6,137,787.0,20.341614906832298
Googong,5,16,7,14,11,10,10,9,20,9,13,13,137,787.0,20.341614906832298
Mount Colah,20,8,22,13,13,21,12,1,4,11,8,4,137,787.0,20.341614906832298
Woodcroft,8,16,11,8,5,21,11,15,13,6,9,14,137,787.0,20.341614906832298
Grantham Farm,13,14,5,11,5,16,12,4,10,17,17,14,138,784.0,20.263975155279503
Oatlands,37,8,6,11,14,8,9,10,11,11,5,8,138,784.0,20.263975155279503
Narraweena,5,12,6,13,12,17,21,7,9,13,11,12,138,784.0,20.263975155279503
Moonee Beach,9,21,5,7,13,15,14,14,14,5,8,14,139,779.0,20.134575569358176
Thirlmere,8,12,10,9,12,26,12,4,11,12,9,14,139,779.0,20.134575569358176
Warialda,16,13,9,17,16,12,7,11,13,13,6,6,139,779.0,20.134575569358176
Baradine,5,10,9,10,12,18,13,13,7,18,8,16,139,779.0,20.134575569358176
Kirribilli,18,11,9,12,10,25,16,6,7,9,7,9,139,779.0,20.134575569358176
Milsons Point,14,15,6,14,23,8,19,4,13,12,4,8,140,778.0,20.108695652173914
Point Clare,6,21,10,8,10,9,23,8,16,12,8,10,141,773.0,19.979296066252587
Sandy Beach,12,12,10,8,17,5,11,10,14,8,18,16,141,773.0,19.979296066252587
South Bathurst,0,9,17,8,12,28,14,9,12,3,17,12,141,773.0,19.979296066252587
Werris Creek,6,12,8,18,7,9,9,16,12,25,8,11,141,773.0,19.979296066252587
Menindee,9,16,11,11,5,14,21,8,7,13,16,10,141,773.0,19.979296066252587
Forest Hill,5,10,11,8,9,7,21,12,24,9,15,11,142,771.0,19.92753623188406
Booragul,8,28,6,11,13,13,7,13,5,14,7,17,142,771.0,19.92753623188406
Collarenebri,16,11,23,14,13,15,8,8,7,6,8,14,143,769.0,19.875776397515526
Queens Park,15,13,15,13,10,14,7,11,5,9,6,25,143,769.0,19.875776397515526
Gloucester,13,17,12,16,14,11,8,14,10,8,9,12,144,766.0,19.79813664596273
Farley,5,19,30,16,8,7,15,6,4,12,16,6,144,766.0,19.79813664596273
Belmont South,13,11,8,4,18,6,16,9,22,21,9,7,144,766.0,19.79813664596273
Heatherbrae,6,17,16,16,9,16,16,10,11,10,10,8,145,765.0,19.77225672877847
Hazelbrook,9,16,11,14,8,16,16,4,11,18,15,8,146,764.0,19.746376811594203
Caves Beach,12,10,10,10,10,10,10,17,12,18,17,11,147,763.0,19.720496894409937
Mays Hill,15,12,7,8,19,14,16,14,11,5,10,17,148,762.0,19.694616977225675
Windang,12,23,4,7,9,12,10,8,5,18,18,23,149,758.0,19.591097308488614
Howlong,18,23,11,8,16,10,10,8,8,14,13,10,149,758.0,19.591097308488614
Adamstown Heights,12,19,10,12,9,10,18,14,14,8,13,10,149,758.0,19.591097308488614
Vincentia,5,10,11,21,15,9,17,12,14,13,5,17,149,758.0,19.591097308488614
Henley,25,12,5,6,15,14,25,13,15,10,8,2,150,753.0,19.461697722567287
Bulahdelah,15,6,6,14,19,16,16,20,11,6,13,8,150,753.0,19.461697722567287
Cammeray,12,8,8,13,8,15,36,12,8,8,12,10,150,753.0,19.461697722567287
Mulwala,8,12,5,11,13,16,16,16,20,16,13,4,150,753.0,19.461697722567287
Canowindra,18,20,5,11,8,16,16,9,10,12,16,9,150,753.0,19.461697722567287
Pennant Hills,14,7,9,14,9,11,14,15,18,14,17,9,151,751.0,19.40993788819876
Bringelly,6,12,9,15,15,19,15,11,11,9,21,8,151,751.0,19.40993788819876
Middleton Grange,9,18,12,8,28,6,17,8,8,9,12,17,152,748.0,19.332298136645964
East Hills,15,8,9,12,12,15,19,9,19,10,14,10,152,748.0,19.332298136645964
Forestville,14,17,14,15,17,15,14,10,9,9,8,10,152,748.0,19.332298136645964
Smeaton Grange,22,16,12,5,6,13,7,9,14,15,21,13,153,745.0,19.25465838509317
Buronga,16,17,28,11,8,17,11,7,12,13,4,9,153,745.0,19.25465838509317
Canton Beach,13,15,9,11,13,20,14,17,7,10,14,10,153,745.0,19.25465838509317
Millers Point,12,8,17,14,20,21,23,9,3,10,9,8,154,740.0,19.125258799171842
Harden,18,8,15,9,4,24,7,6,35,9,4,15,154,740.0,19.125258799171842
Kandos,20,19,6,13,16,4,20,18,7,8,16,7,154,740.0,19.125258799171842
Daceyville,30,21,15,3,5,13,11,17,8,15,10,6,154,740.0,19.125258799171842
Wee Jasper,1,0,0,151,2,0,0,0,0,0,0,0,154,740.0,19.125258799171842
Glenbrook,7,15,11,9,12,17,5,20,14,21,19,5,155,739.0,19.099378881987576
Ocean Shores,24,6,7,13,17,4,19,10,18,17,15,6,156,734.0,18.969979296066253
Beacon Hill,7,18,12,16,13,23,8,13,12,10,9,15,156,734.0,18.969979296066253
Lake Heights,10,11,15,11,11,16,24,12,9,17,14,6,156,734.0,18.969979296066253
Putney,11,11,14,17,15,10,14,16,19,10,7,12,156,734.0,18.969979296066253
Bonnyrigg Heights,10,14,13,12,14,18,14,13,10,17,12,9,156,734.0,18.969979296066253
Pagewood,9,11,10,5,4,13,26,9,13,18,18,21,157,732.0,18.918219461697724
Niagara Park,18,13,11,19,16,12,12,2,19,17,10,8,157,732.0,18.918219461697724
Holsworthy,15,13,19,9,16,9,19,6,22,11,7,12,158,731.0,18.892339544513458
Mungindi,6,49,15,33,2,3,5,4,9,12,3,18,159,727.0,18.788819875776397
Darlington (Sydney),7,17,15,9,14,15,6,12,19,16,15,14,159,727.0,18.788819875776397
Uralla,9,24,5,16,9,11,11,19,8,18,16,13,159,727.0,18.788819875776397
Greta,7,21,13,7,14,15,15,12,12,14,9,20,159,727.0,18.788819875776397
North Boambee Valley,10,26,13,25,11,12,15,9,7,6,14,12,160,722.0,18.659420289855074
Meadowbank,18,15,14,10,17,18,10,11,10,11,17,9,160,722.0,18.659420289855074
Hillston,11,11,13,18,8,26,10,8,9,25,12,9,160,722.0,18.659420289855074
Killara,7,21,3,16,12,13,26,6,20,13,10,13,160,722.0,18.659420289855074
West Wallsend,7,20,13,16,16,23,18,11,9,9,14,4,160,722.0,18.659420289855074
Wentworth,12,10,17,9,4,13,16,5,22,25,17,11,161,720.0,18.607660455486542
Carrington (Newcastle),16,10,20,9,17,23,11,15,7,12,12,9,161,720.0,18.607660455486542
Gundagai,2,14,12,24,15,12,22,25,11,4,10,11,162,719.0,18.581780538302276
Hoxton Park,14,17,14,10,18,13,13,20,14,12,9,9,163,715.0,18.47826086956522
Coomealla,19,18,34,12,7,6,4,8,8,21,14,12,163,715.0,18.47826086956522
