Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025
East Kempsey,12,9,4,18,17,8,11,11,18,18,16,23
East Killara,1,4,1,1,6,0,4,1,0,2,1,2
East Kurrajong,1,2,3,8,6,4,4,4,9,11,9,1
East Lindfield,1,5,9,2,6,4,7,3,2,3,4,2
East Lismore,26,28,32,43,26,14,16,34,36,23,22,35
East Lynne,0,1,0,0,2,1,0,0,0,0,1,0
East Maitland,105,140,116,111,126,116,149,119,172,140,174,137
East Ryde,4,3,1,4,3,1,1,1,0,4,0,4
East Seaham,0,4,5,5,2,6,3,0,0,1,1,4
East Tamworth,42,10,33,28,45,40,50,24,42,18,30,32
East Wagga Wagga,17,15,10,17,22,28,19,8,12,21,20,14
East Wardell,0,0,0,1,4,4,2,1,0,3,2,4
Eastern Creek,41,27,31,25,41,50,46,35,27,25,53,29
Eastgardens,49,46,60,53,38,98,36,39,44,33,71,52
Eastlakes,27,30,29,32,27,34,49,32,35,38,31,33
Eastwood,51,57,54,63,62,73,73,60,66,58,66,55
Eatonsville,1,0,0,0,0,0,0,1,0,0,0,0
Ebenezer,0,4,1,2,8,3,3,0,1,2,1,4
Ebor,0,4,1,1,4,0,0,1,0,0,2,0
Eccleston,0,0,0,0,0,0,1,0,0,0,0,0
Edderton,1,0,0,0,0,0,0,0,0,1,0,0
Eden,29,38,48,40,29,38,32,26,38,21,31,12
Eden Creek,0,0,0,0,0,0,1,3,1,2,1,1
Edensor Park,11,20,15,11,9,15,16,17,23,9,23,17
Edenville,0,0,0,0,0,0,0,0,0,2,3,0
Edgecliff,23,12,19,8,13,15,33,14,19,26,3,20
Edgeroi,0,0,0,1,0,0,0,0,0,0,0,0
Edgeworth,32,44,46,26,23,43,43,32,38,31,45,23
Edith,0,0,0,0,0,0,0,0,0,0,0,0
Edmondson Park,45,54,37,53,42,60,36,48,58,55,30,39
Edrom,0,0,1,0,0,0,0,0,0,0,0,0
Eenaweena,0,0,0,0,0,1,0,0,0,0,0,0
Eglinton,3,13,12,4,7,12,6,8,6,9,3,1
Eighteen Mile,0,0,1,0,0,0,0,0,0,0,0,0
Elands,1,2,0,0,1,1,0,6,0,0,1,0
Elanora Heights,2,2,5,5,5,0,13,3,3,4,7,1
Elcombe,0,0,0,0,0,0,0,0,0,0,0,0
Elderslie (Camden),25,29,17,20,17,18,8,15,15,12,11,7
Elderslie (Singleton),0,0,0,0,0,0,0,0,0,0,1,0
Eleebana,6,7,15,17,6,12,15,12,13,15,13,5
Elermore Vale,32,26,26,22,19,22,30,19,12,15,30,29
Elizabeth Bay,57,64,55,55,38,71,59,66,78,66,50,46
Elizabeth Beach,0,0,1,1,0,0,0,3,3,4,6,0
Elizabeth Hills,2,5,2,1,10,4,4,1,6,5,9,5
Ellalong,3,7,1,3,15,8,13,4,5,8,5,2
Elland,0,0,3,0,1,0,1,0,0,2,1,0
Ellangowan,3,0,1,0,1,1,0,3,2,2,2,0
Ellenborough,1,0,2,4,1,2,1,1,1,3,3,2
Ellerslie (Snowy Valleys),1,0,0,0,0,1,0,0,1,0,0,0
Ellerslie (Wentworth),0,0,0,0,0,0,2,0,0,0,0,0
Ellerston,0,0,0,0,0,0,0,0,0,0,0,0
Ellis Lane,0,0,1,3,1,0,0,1,0,0,0,0
Elong Elong,4,3,1,2,0,0,1,0,2,0,0,0
Elrington,0,3,0,0,0,1,0,0,0,0,0,1
Elsmore,2,1,0,0,3,4,7,1,2,0,0,0
Eltham,2,1,0,6,5,1,0,0,0,0,1,0
Elvina Bay,0,0,0,0,0,1,0,0,2,0,1,0
Emerald Beach,13,10,3,6,6,13,5,10,2,4,5,14
Emerald Hill,0,0,0,0,2,0,0,0,0,1,0,1
Emerton,52,75,49,55,39,58,55,46,59,61,43,50
Emmaville,0,4,0,2,0,3,4,1,2,6,5,3
Empire Bay,7,10,3,3,2,2,3,9,1,4,3,6
Empire Vale,0,1,0,0,0,0,0,0,0,1,3,1
Emu Heights,7,9,11,3,9,8,4,2,5,8,10,5
Emu Plains,33,40,30,38,45,47,26,35,37,63,46,26
Emu Swamp,0,0,0,0,1,0,1,0,0,0,0,0
Endrick,0,0,0,0,0,0,0,0,0,0,0,0
Enfield,14,18,6,12,10,9,9,4,11,11,7,9
Engadine,33,39,35,20,45,31,21,22,44,18,35,35
Englorie Park,2,0,0,1,0,1,4,0,0,1,0,1
Enmore (Armidale Regional),0,0,0,0,0,0,0,0,1,0,0,0
Enmore (Inner West),10,28,23,8,14,18,17,18,27,20,36,11
Enngonia,2,1,3,0,0,0,1,8,1,0,1,1
Environa,0,2,3,1,0,0,0,2,3,0,0,0
Epping,68,66,74,73,80,101,78,96,96,93,92,115
Eraring,1,1,0,0,0,5,1,1,0,1,1,0
Eremerang,0,0,0,0,0,0,0,0,1,0,0,0
Erigolia,2,0,0,0,0,0,0,0,0,1,0,0
Erin Vale,0,0,0,0,1,0,0,0,0,0,0,1
Erina,41,69,42,86,57,66,73,46,63,50,68,49
Erina Heights,0,11,0,3,4,1,2,0,3,0,2,1
Ermington,36,30,40,57,48,38,58,40,27,53,36,47
Erowal Bay,0,1,4,4,1,2,2,3,7,0,0,0
Errowanbang,0,0,0,0,0,0,0,0,0,0,0,0
Erskine Park,17,18,11,15,17,40,20,15,13,28,16,26
Erskineville,34,42,53,33,42,50,31,31,48,51,43,29
Erudgere,0,0,0,0,0,0,0,0,1,1,0,2
Eschol Park,6,9,7,10,9,3,2,2,10,6,4,10
Esk,0,0,0,0,0,0,1,0,0,0,0,0
Essington,0,0,0,0,4,0,0,0,0,0,1,0
Estella,6,11,5,3,3,4,12,6,7,12,5,1
Ettalong Beach,18,21,22,34,29,26,40,26,42,29,22,13
Ettamogah,0,0,0,0,4,5,0,0,1,0,0,1
Ettrema,0,0,0,0,0,0,0,0,0,0,0,0
Ettrick,0,2,1,1,0,0,0,0,0,0,1,0
Euabalong,2,2,2,0,2,0,5,0,1,7,0,1
Euabalong West,0,0,0,0,0,0,2,1,0,0,2,0
Euberta,2,4,0,0,0,0,1,0,0,1,3,1
Euchareena,0,0,1,2,0,2,0,0,0,0,1,1
Eucumbene,0,0,0,1,0,0,0,0,0,0,0,0
Eugowra,6,2,1,5,4,4,5,1,1,3,1,4
Eulah Creek,0,0,0,0,0,0,0,0,0,0,0,0
Eumungerie,1,1,1,2,9,4,0,0,2,1,0,3
Eunanoreenya,0,0,2,0,0,0,0,0,1,0,0,2
Eungai Creek,4,1,0,6,0,1,4,3,4,0,1,0
Eungai Rail,1,0,2,1,0,0,1,3,0,5,0,0
Eungella,1,5,2,4,3,1,1,4,2,0,2,0
Eureka,2,0,0,0,1,0,1,0,0,0,0,0
Eurimbla,0,0,0,0,2,0,0,0,0,0,0,4
Eurobodalla,0,0,0,1,0,1,0,0,0,0,0,0
Euroka,0,0,0,0,3,0,1,0,2,1,0,0
Euroley,2,0,1,2,1,0,0,0,2,0,0,0
Eurongilly,0,0,0,0,0,0,0,0,0,1,0,0
Eurunderee,0,1,0,1,1,0,1,1,1,0,3,0
Euston,7,10,14,6,8,5,10,2,9,5,12,1
Evans Head,19,15,19,11,14,30,20,5,12,24,14,11
Evans Plains,0,1,1,0,1,2,0,1,1,1,0,1
Eveleigh,7,5,4,9,17,41,64,6,14,4,12,47
Eviron,3,2,0,0,2,0,0,0,0,0,0,0
Ewingar,0,0,2,0,1,0,0,0,0,1,1,0
Ewingsdale,4,2,6,1,3,2,2,2,1,4,2,4
Exeter,4,8,5,5,2,4,5,1,3,2,8,2
Failford,2,3,4,1,2,4,4,3,1,6,3,0
Fairfield,163,187,186,175,150,185,179,187,171,201,137,172
Fairfield East,19,41,46,35,28,20,17,23,25,22,18,21
Fairfield Heights,17,22,18,31,31,44,43,28,29,30,22,33
Fairfield West,19,27,29,34,25,30,23,19,33,17,31,32
Fairholme,0,0,0,0,0,0,0,0,0,0,0,0
Fairlight,3,11,11,13,12,3,9,10,6,4,1,9
Fairy Hill,3,2,0,3,3,0,0,0,1,2,1,0
Fairy Meadow,35,44,62,57,71,57,38,55,46,50,76,51
Falbrook,0,0,0,0,0,0,0,0,0,0,0,0
Falconer,0,0,0,0,0,0,0,0,0,0,0,0
Falls Creek,3,2,2,7,4,3,6,0,5,1,0,1
Far Meadow,0,0,0,0,0,0,1,0,0,1,4,0
Fargunyah,0,0,0,0,0,0,1,0,0,0,0,0
Farley,5,19,30,16,8,7,15,6,4,12,16,6
Farmborough Heights,7,8,9,5,9,1,1,10,5,5,10,19
Farnham,0,0,0,0,0,0,0,0,0,0,0,0
Farrants Hill,0,0,0,0,1,0,0,0,0,0,0,0
Farringdon,0,0,0,0,0,0,0,0,0,0,0,0
Fassifern,24,27,27,22,12,11,24,14,40,32,20,21
Faulconbridge,9,16,9,5,9,6,3,7,6,12,7,6
Faulkland,0,0,0,0,0,0,0,0,0,0,1,0
Fawcetts Plain,1,0,0,4,0,0,1,0,0,0,1,0
Federal,2,1,2,0,2,0,1,2,1,1,3,1
Fennell Bay,8,11,2,9,7,2,11,9,13,6,4,8
Fern Bay,15,9,5,9,3,9,10,14,12,13,11,9
Fern Gully,0,0,0,0,0,0,0,0,0,0,0,0
Fernances,0,0,0,0,0,0,0,0,0,0,0,0
Fernances Crossing,0,0,0,0,0,0,0,0,0,0,0,0
Fernbank Creek,0,0,1,4,1,3,0,0,0,2,1,0
Fernbrook,2,0,1,0,0,0,0,0,0,0,2,0
Fernhill,4,4,1,4,0,5,3,3,2,6,15,4
Fernleigh,0,0,0,0,0,4,0,0,0,1,0,0
Fernmount,1,1,1,3,0,1,0,0,0,1,1,0
Fernside,0,0,1,0,0,1,0,1,0,0,1,0
Fernvale,1,0,0,2,2,0,1,1,0,0,0,0
Ferodale,3,24,7,6,7,10,3,13,7,13,8,4
Fiddletown,1,0,0,1,1,0,0,0,0,0,1,0
Fifield,1,1,0,1,3,1,0,1,6,0,0,2
Figtree,31,29,34,22,38,35,18,34,24,26,48,27
Findon Creek,0,0,0,0,0,0,0,0,0,0,0,0
Fine Flower,0,0,0,0,0,0,0,0,0,0,0,0
Fingal Bay,4,4,10,4,8,12,3,2,6,8,4,9
Fingal Head,6,3,1,2,2,3,4,4,5,3,6,0
Finley,14,28,18,24,22,6,18,24,6,22,9,11
Firefly,0,0,0,0,0,0,0,0,0,0,1,0
Fishermans Bay,2,0,0,0,0,1,0,0,0,0,0,0
Fishermans Paradise,2,2,2,0,1,0,2,2,0,2,0,1
Fishermans Reach,2,7,2,1,4,1,4,1,1,0,0,5
Fishers Hill,0,0,0,0,0,0,0,0,0,0,0,0
Fishing Point,3,1,5,0,2,2,4,1,0,1,2,1
Fitzgeralds Mount,0,0,0,0,0,0,0,0,0,0,0,0
Fitzgeralds Valley,0,0,0,0,0,0,0,0,0,0,0,0
Fitzroy Falls,0,0,0,1,0,1,1,2,0,0,0,0
Five Dock,21,43,53,40,30,25,23,52,43,36,38,30
Five Ways,1,1,0,0,0,0,0,0,0,0,0,1
Flat Tops,0,0,0,0,0,0,0,0,0,2,0,0
Fletcher,12,18,16,24,9,23,20,15,20,32,31,16
Flinders,17,6,11,14,26,23,13,19,7,7,17,16
Floraville,0,3,2,7,5,1,5,1,1,1,5,3
Forbes,70,70,59,62,47,76,78,91,95,108,143,90
Forbes Creek,0,3,0,0,0,0,0,0,0,0,0,0
Forbes River,1,3,0,0,0,0,0,0,0,0,0,0
Forbesdale,0,1,2,2,0,1,0,1,2,0,0,1
Fords Bridge,0,0,0,0,0,0,0,1,0,0,0,1
Fordwich,0,0,0,0,0,0,0,0,0,0,0,1
Forest Glen,0,0,0,0,0,0,0,0,0,0,0,0
Forest Grove,0,0,0,0,0,0,0,0,0,3,0,0
Forest Hill,5,10,11,8,9,7,21,12,24,9,15,11
Forest Land,0,0,0,0,0,0,0,0,0,0,0,0
Forest Lodge,20,29,17,25,20,14,20,11,27,15,18,15
Forest Reefs,0,1,0,1,0,1,0,0,1,0,0,1
Forestville,14,17,14,15,17,15,14,10,9,9,8,10
Forresters Beach,10,3,3,7,17,13,11,7,5,9,3,10
Forster,115,121,103,118,122,144,131,104,141,135,73,105
Fortis Creek,0,0,0,0,0,0,1,0,0,0,0,0
Fosters Valley,0,0,0,2,0,1,0,0,0,0,0,0
Fosterton,0,0,0,0,0,0,0,0,0,0,0,0
Fountaindale,1,4,4,3,7,6,3,4,3,3,3,2
Four Corners,0,0,0,0,0,0,0,0,0,0,0,0
Four Mile Creek,0,0,0,0,0,0,0,1,0,0,0,0
Fowlers Gap,0,0,0,0,0,0,0,3,0,0,0,0
Foxground,1,0,0,0,0,0,0,1,0,0,0,0
Frazer Park,1,1,0,0,1,0,0,0,0,1,1,0
Frazers Creek,0,0,4,0,0,0,0,0,0,1,0,0
Frederickton,2,15,7,5,1,7,20,9,19,14,4,3
Freemans,0,0,2,0,0,0,0,0,1,1,1,1
Freemans Reach,0,7,17,7,10,2,9,11,7,2,11,7
Freemans Waterhole,1,1,2,4,2,2,1,4,4,5,3,5
Freemantle,0,0,0,0,0,0,0,0,0,0,0,0
French Park,0,0,0,0,0,0,0,0,0,0,0,0
Frenchs Forest,24,23,31,21,24,30,23,21,24,23,27,27
Freshwater,12,15,9,16,19,23,19,14,15,18,10,19
Frog Rock,0,0,0,1,0,0,0,0,0,0,0,1
Frogmore,1,1,0,0,2,2,4,2,1,0,1,1
Frogs Hollow,0,0,0,0,1,0,1,0,0,0,0,0
Frying Pan,0,0,0,0,0,0,0,0,0,0,0,0
Fullerton,0,0,0,1,0,0,2,0,0,0,0,0
Fullerton Cove,1,2,0,1,1,0,1,0,1,2,3,0
Furracabad,3,0,0,0,0,0,0,0,0,0,0,0
Gables,4,7,10,12,8,11,15,15,9,9,6,3
Gadara,0,0,0,0,0,1,2,1,0,0,2,0
Gala Vale,0,0,0,0,0,0,0,0,0,0,0,0
Galambine,0,0,0,0,0,0,0,0,0,0,0,0
Galong,0,4,1,1,0,0,0,0,1,1,2,0
Galore,0,0,1,0,0,7,1,0,0,0,0,0
Galston,7,7,8,5,10,8,6,5,10,4,10,6
Ganbenang,0,0,0,0,0,0,0,0,0,2,0,0
Gangat,0,0,0,0,0,0,0,0,0,0,0,0
Ganmain,3,6,3,3,2,7,5,3,1,0,0,3
Garah,0,2,0,0,2,0,0,1,0,0,1,0
Garden Suburb,1,1,2,1,6,2,1,20,4,1,2,3
Garema,0,1,0,0,1,0,1,2,0,2,6,0
Garland,0,2,0,0,0,0,0,0,0,0,0,0
Garland Valley,0,0,0,0,0,0,0,0,0,0,0,0
Garoo,1,0,2,0,0,0,3,0,3,0,0,0
Garra,0,0,0,0,0,0,0,0,0,0,0,0
Garthowen,0,0,0,1,0,0,0,0,0,0,1,0
Gateshead,46,20,38,37,25,31,47,20,26,42,47,28
Gearys Flat,0,0,0,0,0,0,0,0,0,0,0,0
Geehi,0,0,0,0,0,0,2,0,0,0,0,0
Gelston Park,0,0,0,0,1,0,0,0,1,1,0,0
Gemalla,0,0,0,0,0,0,0,0,0,0,0,0
Geneva,0,0,2,0,0,0,2,2,0,0,0,0
Georges Creek,0,0,0,0,0,0,0,0,0,0,0,0
Georges Hall,18,27,25,23,27,47,28,34,29,19,26,16
Georges Plains,0,0,2,0,0,0,0,0,0,0,0,0
Georgetown,20,9,0,3,5,17,7,9,9,5,6,9
Georgica,0,0,0,0,0,0,0,0,0,0,0,0
Gerogery,0,0,2,4,2,0,1,2,3,2,3,1
Gerringong,6,17,10,14,14,17,11,3,3,3,4,5
Gerroa,1,2,0,2,1,1,7,1,2,2,3,0
Geurie,0,5,2,1,6,1,4,5,4,2,3,0
Ghinni Ghi,0,0,2,0,0,0,1,0,0,0,0,0
Ghinni Ghinni,1,0,0,0,0,0,1,0,1,2,1,3
Ghoolendaadi,0,1,0,0,1,0,1,0,0,3,2,0
Giants Creek,0,1,0,0,0,0,0,0,1,1,0,2
Gibberagee,0,0,0,0,0,0,0,0,1,0,0,0
Gibraltar Range,0,0,0,0,1,0,0,0,0,0,0,0
Gidginbung,0,0,0,0,0,0,0,0,0,0,0,0
Gidley,0,2,0,1,3,0,1,0,2,0,1,0
Gilead,0,0,0,2,0,0,1,0,0,0,0,0
Gilgai,2,5,3,3,1,8,2,2,8,3,5,5
Gilgandra,23,44,33,24,43,36,58,46,42,42,58,27
Gilgooma,0,0,0,0,0,1,0,0,0,0,0,1
Gilgunnia,0,0,0,0,0,0,0,0,0,0,0,0
Gillenbah,1,3,2,5,0,5,3,7,0,3,5,1
Gilletts Ridge,1,0,0,0,0,0,0,0,0,0,0,0
Gillieston Heights,19,4,12,13,13,8,20,30,18,12,10,14
Gilmandyke,0,0,0,0,0,0,0,0,0,0,0,0
Gilmore,1,1,1,0,1,1,3,2,0,2,6,0
Gin Gin,0,1,0,0,0,0,1,1,0,0,0,0
Gineroi,0,0,1,0,0,0,0,0,0,0,1,0
Ginghi,0,0,0,0,0,0,0,0,0,0,0,0
Gingkin,1,0,0,0,0,0,0,1,0,0,0,0
Girards Hill,13,4,10,7,9,5,12,7,1,7,9,5
Girilambone,4,0,1,5,0,3,5,0,3,0,0,1
Giro,0,0,0,0,0,0,0,0,0,0,0,0
Girral,0,0,0,0,1,0,0,0,3,0,0,0
Girralong,0,0,0,1,0,0,0,0,0,0,0,0
Girraween,10,13,18,9,15,12,20,31,16,13,20,18
Girvan,2,0,2,0,0,0,0,0,0,1,1,0
Gladesville,24,27,29,38,38,34,37,33,33,20,28,20
Gladstone,5,1,0,6,0,2,10,3,1,3,5,3
Glanmire,0,1,0,2,0,1,0,1,0,0,0,0
Glebe,173,242,224,187,187,242,203,193,254,292,213,178
Gledswood Hills,33,43,22,12,18,8,7,14,26,27,22,10
Glen Alice,1,0,0,0,1,0,0,0,0,0,0,0
Glen Allen,0,0,0,0,0,0,0,0,0,0,0,0
Glen Alpine,11,3,4,5,9,8,12,5,4,16,7,3
Glen Davis,1,2,0,1,1,0,0,0,0,0,2,0
Glen Elgin,0,1,0,0,0,1,0,0,1,0,0,0
Glen Fergus,0,0,0,0,0,0,0,0,0,0,0,0
Glen Innes,67,76,112,80,71,67,49,54,70,45,85,50
Glen Martin,0,0,0,1,1,0,0,0,1,1,0,0
Glen Oak,0,0,0,0,1,1,0,1,4,0,3,1
Glen Ward,0,0,0,0,0,0,0,0,0,0,0,0
Glen William,0,1,0,0,0,0,1,0,1,1,1,0
Glenbawn,0,0,1,0,0,1,2,1,1,0,1,0
Glenbrook,7,15,11,9,12,17,5,20,14,21,19,5
Glencoe,0,0,0,0,0,1,2,1,0,0,0,1
Glendale,37,42,41,38,56,47,36,37,56,31,38,37
Glendenning,16,18,11,24,20,12,9,14,22,21,21,19
Glendon,1,0,0,0,0,1,1,0,0,1,1,0
Glendon Brook,0,0,0,1,1,2,1,1,0,0,1,1
Glenelg,0,0,0,0,0,0,0,0,1,0,0,0
Glenellen,0,0,0,0,0,0,0,1,0,0,0,0
Glenfield,203,274,168,142,170,203,197,136,207,170,249,198
Glenfield Park,38,28,31,26,27,35,26,19,27,35,27,22
Glengarrie,0,1,0,0,0,5,1,0,0,0,2,0
Glenhaven,13,3,3,7,5,2,6,3,0,2,5,8
Gleniffer,1,0,0,1,1,4,8,0,0,1,0,0
Glenmore,0,0,0,0,0,0,0,0,0,0,0,0
Glenmore Park,47,48,43,53,44,63,46,36,64,44,40,32
Glennies Creek,0,0,0,1,1,0,0,0,0,0,0,0
Glenning Valley,6,4,4,5,7,8,1,2,4,6,4,4
Glenorie,14,14,5,4,7,4,3,19,8,11,0,8
Glenquarry,1,0,0,1,2,1,1,0,0,0,2,0
Glenreagh,9,6,4,2,4,3,7,0,0,8,6,8
Glenridding,2,0,1,1,3,4,2,0,2,1,2,1
Glenrock,0,0,0,0,0,0,0,0,0,0,0,0
Glenroy (Albury),8,6,17,12,10,17,4,6,20,4,8,6
Glenroy (Snowy Valleys),0,1,0,0,1,0,0,0,0,0,1,0
Glenthorne,0,0,2,2,6,9,2,1,2,1,1,3
Glenugie,3,2,2,2,1,1,4,0,3,2,3,2
Glenwood,24,22,24,29,30,38,26,41,23,18,23,28
Glenworth Valley,2,0,0,0,1,23,0,0,1,1,0,1
Glossodia,2,2,7,3,6,7,5,2,5,5,2,2
Gloucester,13,17,12,16,14,11,8,14,10,8,9,12
Gloucester Tops,0,0,0,0,0,0,0,0,0,0,0,0
Goat Island,0,0,0,0,0,0,0,0,0,0,0,0
Gobarralong,0,0,0,0,0,0,0,0,0,0,0,0
Gobbagombalin,10,4,5,13,5,7,8,6,12,5,8,10
Gocup,2,1,0,0,0,0,0,0,2,0,1,0
Godfreys Creek,0,0,0,0,0,0,0,0,0,0,0,0
Gogeldrie,0,2,0,2,0,1,0,1,1,1,0,4
Gol Gol,10,8,15,13,6,21,18,7,6,8,1,12
Gollan,0,0,0,1,0,0,0,0,0,1,0,0
Golspie,0,0,0,0,2,0,0,0,0,0,0,0
Gongolgon,0,0,0,2,0,1,0,0,0,0,0,3
Gonn,0,0,0,2,0,0,0,0,0,0,0,0
Gooandra,0,0,0,0,0,0,0,0,0,0,0,0
Goobarragandra,1,0,0,0,0,0,0,0,0,0,0,1
Good Forest,0,0,0,0,1,0,0,0,0,0,0,0
Good Hope,0,0,0,0,0,0,0,0,0,0,0,0
Goodnight,0,1,0,1,0,0,1,0,0,0,0,0
Goodooga,2,9,4,1,3,3,5,0,7,4,7,6
Goodwood Island,0,0,0,1,0,0,0,0,1,0,0,0
Googong,5,16,7,14,11,10,10,9,20,9,13,13
Goolgowi,0,0,8,5,1,1,0,3,1,1,2,3
Goolhi,0,0,0,0,0,0,0,0,0,0,0,0
Goolma,0,3,3,0,1,0,0,1,5,1,0,0
Goolmangar,1,0,1,0,0,1,0,0,0,0,0,0
Gooloogong,6,8,3,3,1,1,1,1,0,4,1,0
Goombargana,0,0,0,0,1,0,0,0,0,0,0,0
Goonellabah,96,115,72,94,91,166,88,67,78,96,123,70
Goonengerry,0,1,0,0,0,0,0,0,0,2,0,1
Goonoo Forest,0,0,0,0,0,0,0,0,0,0,0,0
Goonoo Goonoo,0,0,0,0,0,0,0,0,0,0,0,0
Goonumbla,0,0,0,0,0,0,0,0,0,0,1,1
Goorangoola,0,1,0,0,0,0,0,0,0,0,0,0
Goorianawa,0,0,0,0,0,0,0,0,0,0,0,0
Gordon,29,34,23,23,29,21,24,29,34,21,14,37
Gorge Creek,0,0,0,0,0,0,0,0,0,0,1,0
Gormans Hill,6,1,11,5,2,4,3,11,12,12,3,6
Gorokan,39,56,40,38,46,55,67,39,25,24,67,49
Gosford,376,333,214,330,281,310,308,294,359,376,395,283
Gosforth,2,0,0,0,0,0,1,2,1,0,0,0
Gostwyck,0,1,0,0,0,0,0,0,0,0,0,0
Goulburn,198,176,187,221,199,153,200,213,206,206,202,196
Gouldsville,0,0,0,0,0,0,0,0,0,2,0,0
Gowan,0,0,0,0,0,2,0,0,0,0,0,0
Gowang,0,0,0,0,0,0,0,0,1,0,0,0
Gowrie (Singleton),0,0,0,0,0,0,0,0,1,0,2,0
Gowrie (Tamworth Regional),0,1,1,0,0,0,0,1,0,0,0,0
Grabben Gullen,0,0,0,0,2,0,1,0,1,1,0,1
Gradys Creek,0,0,1,0,0,0,0,0,0,0,0,0
Grafton,126,112,185,199,130,176,192,150,120,153,131,179
Gragin,0,0,0,0,0,0,0,0,0,0,0,0
Grahamstown,0,0,0,0,0,0,0,0,0,1,1,0
Graman,0,1,0,1,0,0,0,0,0,0,2,0
Grantham Farm,13,14,5,11,5,16,12,4,10,17,17,14
Grants Beach,0,0,0,0,0,0,0,0,0,0,1,0
Granville,206,192,195,154,165,186,178,149,177,179,205,176
Grasmere,2,2,1,9,4,3,3,1,18,0,3,3
Grassy Head,2,0,0,0,1,0,0,0,1,0,0,1
Grattai,0,0,0,0,0,2,1,0,0,1,0,1
Gravesend,3,1,2,1,2,1,1,2,1,0,0,0
Grays Point,5,7,3,3,2,4,1,11,7,1,3,4
Great Mackerel Beach,0,0,0,0,0,0,0,1,0,0,0,3
Great Marlow,0,0,1,0,0,0,0,4,0,1,0,0
Green Cape,0,0,0,0,1,1,0,0,0,0,0,0
Green Creek,0,0,0,0,0,0,2,0,0,0,0,0
Green Forest,0,0,0,0,0,0,0,0,0,0,0,0
Green Gully,1,0,0,1,0,0,0,0,0,1,0,0
Green Hills (Armidale Regional),0,0,0,0,0,0,0,0,1,0,1,1
Green Hills (Snowy Valleys),0,0,0,0,0,0,1,0,0,0,0,0
Green Pigeon,1,0,0,0,0,0,0,0,0,0,0,0
Green Point (Central Coast),18,5,11,16,18,20,21,10,17,17,17,27
Green Point (Mid-Coast),1,6,2,1,1,0,5,0,1,2,1,0
Green Valley,58,46,39,52,48,44,52,42,50,58,61,59
Greenacre,154,128,150,125,114,141,102,161,124,109,118,106
Greendale (Bega Valley),0,0,0,0,0,0,0,0,0,0,0,0
Greendale (Liverpool),0,1,1,0,2,2,1,1,2,1,0,1
Greenethorpe,1,1,1,0,1,0,1,1,0,0,1,1
Greenfield Park,15,7,9,5,11,15,7,11,17,13,9,11
Greengrove,1,0,0,0,1,0,0,0,0,0,0,0
Greenhill,14,11,11,18,17,17,11,17,14,7,12,16
Greenhills Beach,3,0,6,5,4,0,2,1,7,3,5,2
Greenlands (Singleton),0,0,0,0,3,0,0,0,0,0,0,0
Greenlands (Snowy Monaro Regional),0,0,0,0,0,0,1,0,0,0,1,1
Greenleigh,0,0,0,0,1,0,4,2,4,0,0,0
Greenridge,0,1,0,0,0,0,0,0,0,0,0,0
Greenwell Point,0,3,5,6,4,0,10,2,1,6,4,6
Greenwich,7,17,13,11,10,10,7,6,11,13,6,7
Greenwich Park,1,0,1,0,0,0,0,0,0,0,0,0
Greg Greg,0,0,0,1,0,1,1,1,0,0,0,0
Gregadoo,0,1,0,0,0,0,2,0,0,3,2,0
Gregory Hills,31,31,39,31,48,20,30,39,39,24,56,23
Greigs Flat,0,0,0,0,0,0,0,0,0,0,0,3
Grenfell,9,18,19,8,3,7,11,6,8,6,9,26
Gresford,2,0,0,0,0,0,2,1,0,0,1,1
Greta,7,21,13,7,14,15,15,12,12,14,9,20
Greta Main,0,1,0,0,1,0,0,1,0,0,0,0
Grevillia,1,0,1,0,0,0,0,0,0,0,0,0
Greystanes,55,50,55,43,60,74,54,28,46,58,44,60
Griffith,206,212,218,240,195,228,220,206,233,249,223,232
Grogan,0,0,0,0,0,0,0,0,0,0,1,0
Grong Grong,1,5,6,0,2,3,1,0,0,0,2,0
Grose Vale,3,1,2,1,1,1,2,1,3,1,0,2
Grose Wold,10,2,0,0,0,3,5,0,1,0,0,2
Grosses Plain,0,0,0,0,1,0,0,0,1,0,0,0
Growee,0,0,0,0,0,0,1,0,0,0,0,0
Guerilla Bay,0,0,1,0,0,0,0,1,1,0,0,0
Guildford,124,166,139,111,96,165,105,117,129,110,111,139
Guildford West,26,27,11,9,25,19,16,20,28,29,21,30
Gulargambone,5,13,14,9,9,3,10,2,4,3,7,6
Gulf Creek,1,0,0,0,0,0,0,0,0,0,0,0
Gulgong,18,17,16,14,19,18,6,14,24,15,18,9
Gulmarrad,1,3,1,1,12,4,1,2,2,1,0,0
Gum Flat,0,0,0,1,0,0,0,0,0,1,0,1
Gum Scrub,0,0,1,2,1,0,0,1,3,2,1,3
Gumbalie,0,0,0,0,1,0,0,0,2,0,0,0
Gumble,0,0,0,0,0,0,0,0,0,0,0,0
Gumly Gumly,5,6,5,8,4,4,9,9,6,3,0,1
Gumma,0,0,0,0,2,4,0,7,2,0,0,1
Gunbar,0,0,0,0,0,0,0,0,0,1,0,0
Gundagai,2,14,12,24,15,12,22,25,11,4,10,11
Gundamulda,0,0,0,0,0,0,0,0,0,0,0,0
